,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.6558223489888881,0.8234531881294275,0.8587627534868798,0.8060405880474765,0.7028965178884633,0.6955538592112229,-0.4044594969994704,0.7598356125859089,0.4526548326961304,0.6721396919218844,-0.43473086020570273,0.1575046059649792,0.9187240022783936,0.5184876724492132,0.9047918920934584,0.9499998694946669,0.977563053701579,0.7004325536392909,0.47859626660803434,0
1,0.6445438878022568,0.8190401406588651,0.8490984444851779,0.8136845063722602,0.69385749995496,0.684474409514288,-0.3549957022785583,0.7617303941407206,0.44683029269456387,0.6795161729952808,-0.38614012821151683,0.14590529089025972,0.886592343623336,0.5107819987434421,0.9071837114157949,0.9503470560697895,0.9755879965565627,0.7015602090771997,0.4755349555170104,0
2,0.6404471339949704,0.8158327473509454,0.8352422868524829,0.8218105868676903,0.6833873051222761,0.6760037321231958,-0.30583885129556193,0.7610356545323715,0.4506174105993151,0.672320779890223,-0.32620596521294537,0.1457041516957434,0.864134319399995,0.49620725079030054,0.9113360016666069,0.9498571856319917,0.972373402021423,0.6933601487215437,0.4724545256794286,0
3,0.6355070863684181,0.8134004918770783,0.8299324587849093,0.8280312251244119,0.671143283959929,0.6657611703256938,-0.28812342644412453,0.7506772166626631,0.45285757223291057,0.6598594404740176,-0.24796357071542452,0.17831247860450514,0.8508136345694538,0.4862022428171759,0.9149233585056482,0.9479152932261191,0.9692083118230643,0.6875845154721388,0.46754746229205585,0
4,0.6393866763397811,0.8100730854074711,0.8218859054091064,0.8356621085074795,0.6609956459083506,0.6535440180863542,-0.2609827294670698,0.745072772453682,0.44687045274685183,0.654913136861023,-0.22092347944560348,0.145316366485608,0.8370435912787646,0.4839949771639245,0.9218120027219918,0.9469082963249488,0.9671065808619247,0.6871077006165867,0.4600759611241744,0
5,0.6429917416994464,0.8063280045575534,0.8123214609802025,0.8446254470327709,0.6566939901158461,0.6393542284609746,-0.23940238872410033,0.7179280112082622,0.4512905364427675,0.6649466151911949,-0.18421459583991595,0.1256158410846491,0.8251095225965709,0.48176664429015964,0.9279839004699538,0.9462050618145588,0.9640545202706805,0.694878818706237,0.4534417557123125,0
6,0.6530787309374931,0.8021123642426069,0.7941211645005627,0.8580490002634839,0.6518949848797062,0.6193625034160672,-0.21513917507996577,0.6704102044524641,0.46292795700459166,0.6850791469301496,-0.10226821074893193,0.1270970147832438,0.8124158181933487,0.48251911361549876,0.9304340547145141,0.9455440498719762,0.9607228130699916,0.7032259941624346,0.44108316636270417,0
7,0.6670941747970962,0.7964925222653183,0.7744992557406445,0.8704130607991466,0.6400793221642431,0.6064018761562289,-0.19546576863528625,0.6071121120322381,0.47286697054853355,0.680951512651993,0.019737139864786944,0.16565596963427637,0.8021195212768921,0.4942037282625601,0.9346552156315845,0.9451469025854285,0.958027869877052,0.7182627709966107,0.4267126831926582,0
8,0.6752338922220171,0.795856723156466,0.7615418713638068,0.8780064742050836,0.6261020233885979,0.5906480008157862,-0.1865340715126394,0.5147970940747899,0.4832691283276877,0.6561336208131006,0.11060644398169323,0.18252120502559643,0.792739576286991,0.5009840227170896,0.9364173874195141,0.9422485624163276,0.9582300450495518,0.7334563102212428,0.42516239877387557,0
9,0.6859445904090313,0.787446656313552,0.7608617637024285,0.8795418561321798,0.6118091423582931,0.5796470087584664,-0.11682716575827193,0.4199886471299424,0.5019662722837932,0.6271534137675698,0.16574236213600738,0.16289634537534164,0.7802903485226548,0.5058757275327015,0.9384160146837673,0.9407641101779347,0.9574583040818357,0.7471999500073699,0.42078226633503374,0
10,0.7004007456640051,0.7718358919541632,0.758412332236618,0.8797682972674749,0.5934354083627732,0.5698730129669882,-0.02640882030111935,0.31344308340947613,0.5109758108649384,0.6338601909540951,0.2318697371690349,0.147781248393187,0.7702168318092761,0.5190149389454628,0.9403198656429314,0.9395176872518157,0.9571801213239626,0.7625075968954179,0.415084622400625,0
11,0.7130779212948964,0.7474672262945388,0.75330267125085,0.8832394661305462,0.5919455737617201,0.5589558090848896,0.07211354002907178,0.23919949420043882,0.514990257674102,0.6535726861804387,0.3195278024918391,0.15896355604105308,0.763317731928542,0.5469195061899457,0.9420812360798425,0.9373294260103826,0.9594049056272086,0.7778653306745834,0.41920671100219953,0
12,0.7188828697369106,0.7146193025004619,0.7456943314880868,0.8858335314804662,0.6051244561714797,0.5414176634195197,0.14700175693301584,0.1683413013399874,0.5154101653096319,0.6690342208738157,0.41463455065127824,0.19247194629824071,0.7576285430903495,0.5717898999165244,0.9427975733345504,0.9351377113866334,0.9626385279849551,0.7876267131520909,0.43636231194205954,0
